url,date,title,changes,file_name
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/patch_0.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=7ef56bc8dccc65b41d47e91d46dc26da89a0ad38,9 Jul 2017,"Update copyright statements for 2017.
",228,data/crawl/make/patch_1.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=ac9721463586c85d6d2198c135b459e49088dae3,9 Jul 2017,"Remove uses of unnecessary ""register"" keyword.
",66,data/crawl/make/patch_2.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fda00f88d3180be1a898c19bfa23b7adba6c2a9e,17 Apr 2017,"Add test suite support to Windows

* main.c (main): Sanitize program name detection on Windows.
* makeint.h: 'program' is a const string on all platforms now.
* tests/run_make_tests.bat: Windows bat file to invoke tests
* tests/test_driver.pl: Obtain system-specific error messages.
(get_osname): Compute the $port_type here.  Add more $osname checks
for different Windows Perl ports.
(_run_command): Rewrite the timeout capability to work properly
with Windows.  Don't use Perl fork/exec; instead use system(1,...)
which allows a more reliable/proper kill operation.
Also, allow options to be given as a list instead of a string, to
allow more complex quoting of command-line arguments.
* tests/run_make_tests.pl (run_make_with_options): Allow options
to be provided as a list in addition to a simple string.
(set_more_defaults): Write sample makefiles and run make on them
instead of trying to run echo and invoking make with -f-, to avoid
relying on shell and echo to get basic configuration values.  Also
create a $sh_name variable instead of hard-coding /bin/sh.
* tests/scripts/features/archives: Skip on Windows.
* tests/scripts/features/escape: Use list method for passing options.
* tests/scripts/features/include: Use system-specific error messages.
* tests/scripts/features/output-sync: ""Command not found"" errors
generate very different / odd output on Windows.  This needs to be
addressed but for now disable these tests on Windows.
* tests/scripts/functions/abspath: Disable on Windows.
* tests/scripts/functions/file: Use system-specific error messages.
* tests/scripts/functions/shell: ""Command not found"" errors generate
very different / odd output on Windows.  This needs to be addressed
but for now disable these tests on Windows.
* tests/scripts/misc/close_stdout: Disable on Windows.
* tests/scripts/options/dash-k: Use system-specific error messages.
* tests/scripts/options/dash-l: Disable on Windows.
* tests/scripts/options/eval: Use list method for passing options.
* tests/scripts/options/general: Skip some non-portable tests.
* tests/scripts/targets/ONESHELL: Skip some non-portable tests.
* tests/scripts/targets/POSIX: Skip some non-portable tests.
* tests/scripts/variables/MAKEFILES: Skip some non-portable tests.
* tests/scripts/variables/SHELL: Use a makefile not -f- for testing.",869,data/crawl/make/patch_3.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a95cb30ab5eed851c6efafb5a871a6fa8860268b,11 Jan 2017,"[SV 50021] Avoid infloop on MS-Windows with short scripts

* job.c (reap_children) [WINDOWS32]: Avoid recursive call to
reap_children when the argument passed to
map_windows32_error_to_string is negative or too large.",9,data/crawl/make/patch_4.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=c5ccc4930c3805604813def4455bc2e90635349e,25 Dec 2016,"[SV 40236] Handle included file open failures properly.

* read.c (eval_makefile): Set deps->error if we discovered any
error reading makefiles, and set NONEXISTENT_MTIME so we know
it needs to be rebuilt.
* main.c (main): Clean up management of makefile_mtimes.
* tests/scripts/features/include: Add open failure testcases.",99,data/crawl/make/patch_5.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=45bf0e3a6757a565dd15050ae46b42a3d534477b,23 Dec 2016,"Portability changes for the test suite.

* tests/test_driver.pl: Save error strings for later comparison.
* tests/run_make_tests.pl: Create portable commands for later use.
* tests/*: Use these new variables.",275,data/crawl/make/patch_6.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=0029ea89412225493fa01c75d193a6336a1717f5,22 Dec 2016,"* main.c (main): [SV 40234] Show correct error message.
",18,data/crawl/make/patch_7.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=72af7ce8aff003ab81f46d71faab3e51bcb78322,18 Dec 2016,"[SV 49114] Remove support for the NO_FLOAT compile flag.

* makeint.h (max_load_average): Always a double.
* main.c (max_load_average, default_load_average): Always doubles.
(switches): -l option is a ""floating"" format.
(decode_switches, define_makeflags): Support ""floating"" format.
* remake.c (f_mtime): Show time skew as double.
* rule.c (print_rule_data_base): Show percentages as double.
* Makefile.ami, README.DOS.template, SMakefile.template: Remove
references to NO_FLOAT.
* SCOPTIONS, glob/SCOPTIONS: Remove NO_FLOAT settings.",55,data/crawl/make/patch_8.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=b13dcfe501ce343ab107c29acc3d334310ebbcd1,17 Dec 2016,"Add more GCC warnings to the maintainer build.

* arscan.c: [SV 49112] Correct TEST printf() formatting.
Recommended by Jaak Ristioja <jaak@ristioja.ee>
* hash.c: Correct fprintf() formatting.
* maintMakefile: Add extra GCC warning flags.",19,data/crawl/make/patch_9.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=15066b73f41b1787e18dc278cea0bec2e5d2173a,12 Nov 2016,"Support more than 63 jobs on MS-Windows

* job.c (start_waiting_job, load_too_high):
* w32/w32os.c (jobserver_setup, jobserver_acquire): Abstracted out
MAXIMUM_WAIT_OBJECTS.  Call process_table_full instead.
* w32/include/sub_proc.h: Update and add prototypes.
* w32/subproc/sub_proc.c (GMAKE_MAXIMUM_WAIT_OBJECTS): New macro.
(process_wait_for_multiple_objects): Drop-in replacement for Windows
API WaitForMultipleOjects.
(process_wait_for_any_private): Replaced MAXIMUM_WAIT_OBJECTS with
GMAKE_MAXIMUM_WAIT_OBJECTS.
(process_table_full): Replacement for process_used_slots.
(process_used_slots): Removed, as no longer needed.
(process_table_usable_size): Returns maximum usable size of process
table.
(process_table_actual_size): Returns actual size of process table.
(process_register): Added assertion.
(process_easy): Abstracted out MAXIMUM_WAIT_OBJECTS.",153,data/crawl/make/patch_10.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=5a4f9a67a3b4ada5447baf2c36dad00ffa924399,28 May 2016,"Fix printing time stamps on MS-Windows

* dir.c (print_dir_data_base) [WINDOWS32]: Use %I64u format for
printing unsigned 64-bit data types, as %ull is not universally
supported.",4,data/crawl/make/patch_11.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=c73ed7dd1cda65463e9ed8b99bcd4a7d9195d7fa,1 May 2016,"Separate the GNU make load ABI from internal types.

Create an internal type ""floc"" and convert all users to that type.
* gnumake.h (gmk_floc): Remove the offset field from this type.
* loadapi.c (gmk_eval): Convert gmk_floc to internal floc.",126,data/crawl/make/patch_12.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=6f7fb050b4af7335de259f570b75bf6c217eb1cd,1 May 2016,"Fix compile issues with Windows and VMS.

* main.c (initialize_stopchar_map): isblank() is not part of C89.
Install bits for space and tab directly.
* makeint.h: Don't define vfork; autoconf handles this for us.
* vmsjobs.c: Rename NEXT_TOKEN to V_NEXT_TOKEN to avoid conflicts.
* dir.c (print_dir_data_base): Visual Studio C doesn't have int64_t.
* w32/subproc/sub_proc.c (process_begin): Missing arg to memset().
* build_w32.bat: Don't use obsolete Visual Studio flags.",26,data/crawl/make/patch_13.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=6e640321fdef276ae500c3263eab9962dbc625fd,24 Apr 2016,"Fix the MS-Windows MinGW build

* build_w32.bat (GccCompile): Use -std=gnu99, as some code uses
C99 features ('for' loop initial declarations).

* dir.c (print_dir_data_base) [WINDOWS32]: Cast 'mtime' to
'int64_t', and use %I64d to print it, to avoid compile-time
warning about printing a 'time_t' value, which could be either
a 32-bit or a 64 bit integral type.",12,data/crawl/make/patch_14.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=047bd5a16f5ba39e778d3438777147e583e3f3b2,10 Apr 2016,"[SV 46433] Show recipe line offsets in line number messages.

While displaying line numbers, show the relevant line number inside
the recipe not just the first line of the entire recipe.
Sample changes suggested by Brian Vandenberg <phantall@gmail.com>

* gnumake.h (gmk_floc): Add an 'offset' to track the recipe offset.
* read.c (eval, eval_makefile, eval_buffer): Initialize 'offset'.
(record_files, install_pattern_rule): Ditto.
* job.c (new_job, job_next_command): Update 'offset' based on the
line of the recipe we're expanding or invoking.
(child_error): Add 'offset' when showing the line number.
* function.c (func_shell_base): Ditto.
* output.c (error, fatal): Ditto.
* NEWS: Mention the new ability.
* tests/scripts/features/errors: Check the line number on errors.
* tests/scripts/functions/warning: Check the line number on warnings.
* tests/scripts/features/output-sync,
tests/scripts/features/parallelism, tests/scripts/functions/shell,
tests/scripts/functions/error: Update line numbers.",103,data/crawl/make/patch_15.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=87a5f98d248fe63fe6e3e53ee3e1b1b1fa5e49dc,9 Apr 2016,"[SV 102] Don't show unnecessary include file errors.

Delay the generation of error messages for included files until we
are sure that we can't rebuild that included file.
* dep.h (struct dep): Don't reuse ""changed""; make a separate field
to keep ""flags"".  Get rid of dontcare and use the flag.
(struct goaldep): Create a new structure for goal prereqs
that tracks an errno value and the floc where the include happened.
Rework the structures to ensure they are supersets as expected.
In maintainer mode with GCC, use inline to get type checking.
* read.c (eval_makefile): Return a struct goaldep for the new
makefile.  Ensure errno is set properly to denote a failure.
(read_all_makefiles): Switch to goaldep and check errno.
(eval): Don't show included file errors; instead remember them.
* remake.c (update_goal_chain): Set global variables to the current
goaldep we're building, and the entire chain.
(show_goal_error): Check if the current failure is a consequence
of building an included makefile and if so print an error.
(complain): Call show_goal_error() on rule failure.
* job.c (child_error): Call show_goal_error() on child error.
* main.c (main): Switch from struct dep to goaldep.
* misc.c (free_dep_chain): Not used; make into a macro.
* tests/scripts/features/include: Update and include new tests.
* tests/scripts/options/dash-B, tests/scripts/options/dash-W,
tests/scripts/options/print-directory,
tests/scripts/variables/MAKE_RESTARTS: Update known-good-output.",365,data/crawl/make/patch_16.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=360b76af842d47927ad4f28289e43602bf18b62a,2 Apr 2016,"* docs/make.texi: [SV 47392] Add ""Integrating make"" chapter.
",233,data/crawl/make/patch_17.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=c9e6ab9ac731b4281f05eb06be4eb641ec28a879,2 Apr 2016,"Change --jobserver-fds to more generic --jobserver-auth.

* NEWS: Mention the change.
* main.c: Rename jobserver_fds variable to jobserver_auth and
--jobserver-fds option to --jobserver-auth.
* os.h, posixos.c, w32/w32os.c: Rename jobserver_parse_arg() and
jobserver_get_arg() to jobserver_parse_auth()/jobserver_get_auth().",112,data/crawl/make/patch_18.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=2b9dd215d588a1b9aa8eaa398e567414afaafce8,19 Mar 2016,"* function.c (func_file): Support reading from files.

* NEWS: Add information about reading files.
* make.texi (File Function): Describe reading files.
* tests/scripts/functions/file: Test new features for $(file ...)",160,data/crawl/make/patch_19.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=b4682cb4797b25b7f5d3e05feb95ed4d01dfb393,19 Mar 2016,"* job.c (child_error): Combine file info with error message.

* tests/scripts/...: Update error message matches.",103,data/crawl/make/patch_20.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fd1dd7c398974b05950735a724838c09eb72ad1e,13 Mar 2016,"[SV 44555] Use vfork() instead of fork() where available.

Testing has shown that vfork() is actually significantly
more efficient on systems where it's supported, even for
copy-on-write implementations.  If make is big enough,
duplicating the page tables is significant overhead.

* configure.ac: Check for fork/vfork.
* makeint.h: Include vfork.h and set up #define for it.
* os.h, posixos.c (get_bad_stdin): For children who can't use
the normal stdin file descriptor, get a broken one.
* job.c (start_job_command): Avoid so many ifdefs and simplify
the invocation of child_execute_job()
(child_execute_job): move the fork operation here so it can
return early for the parent process.  Switch to use vfork().
* function.c (func_shell_base): Use new child_execute_job() and
simplify ifdefs.
* job.h, main.c, remote-cstms.c, vmsjobs.c, w32os.c: Update
declarations and calls.",515,data/crawl/make/patch_21.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=14b2d7effb0afd75dfd1ed2534e331784f7d2977,9 Mar 2016,"* job.c (exec_command): [SV 47365] Show error on exec failure.
",16,data/crawl/make/patch_22.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=85c788572d054bc2c41b84007875edbd37ad3ed5,8 Mar 2016,"[SV 46261] Use pselect() for jobserver where supported.

* Makefile.am, configure.ac: Check for pselect() and sys/select.h.
* main.c (main): Block SIGCHLD if we have pselect() support.
* posixos.c (jobserver_acquire): If we support pselect() then use
it to query the jobserver pipe, while also listening for SIGCHLD.
Also pselect() supports a timeout so avoid alarm() calls.",172,data/crawl/make/patch_23.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb7a7adc8a54bfd33ca939f7ab6e039a3b2c3355,6 Mar 2016,"Extract jobserver implementation into OS-specific files.

* os.h, posixos.c, w32/w32os.c: New files implementing jobserver.
* job.c, job.h, main.c, makeint.h: Move content to new files.
* w32/include/sub_proc.h, w32/subproc/sub_proc.c: Ditto.
* Makefile.am: Build and package OS-specific files.
* build_w32.bat, make_msvc_net2003.vcproj, README.W32.template:
Update for new files, and clean up the build.
* POTFILES.in, maintMakefile, NMakefile.template: Ditto.
* w32/subproc/build.bat: Delete as unused.",1699,data/crawl/make/patch_24.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=798ebd241ba348748b9e9b302b9d07dbfec64e42,28 Feb 2016,"Update Copyright statements for the new year.
",227,data/crawl/make/patch_25.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=0205d3d08c810e15ef35475f5792dc049daf2f2c,12 Jul 2015,"[SV 45049] Check for '$' being the last character in a string.

* expand.c (variable_expand_string): Add a single '$' if '$' ends the
string.
* read.c (find_char_unquote, get_next_mword): Stop if '$' ends the
string.
* variable.c (parse_variable_definition): Ditto.",17,data/crawl/make/patch_26.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=e4ac28e83081fa273b19fa778d46c1e3052cb834,27 Nov 2014,"Fix bs-nl handling, exit and Environment for VMS.

This fix required a complete rewrite of the command parser vmsjobs.c
child_execute_job.  The old parser had too many incorrect assumptions
about DCL commands and could not be repaired to extended.

The parser now more closely parses VMS commands and handles quoted
commands and redirection.  Command File mode has been improved, but can
not fully support bs-nl syntax.

VMS Unix shell simulation has been improved.

* commands.c: vms_comma_separator is now a run-time setting.
* function.c: vms_comma_separator is now a run-time setting.
* function.c(func_basename_dir) now reports ""[]"" or ""./"" based on
  VMS crtl runtime setting.
* job.c(start_job_command): VMS Handle empty commands propery.
* main.c: Add VMS environment variables for run-time settings.
  * vms_legacy_behavior - Force older behavior.
  * vms_comma_separator - Commas or spaces for separators.
  * vms_unix_simulation - Enhanced Posix shell simulation features.
  * Detect if VMS CRTL is set to report Unix paths instead of VMS.
  * ':' and '>' are also MAP_DIRSEP on VMS.
* makeint.h: Add VMS run-time option variables.
* readme.vms: Update to current behavior.
* variable.c(define_variable_in_set): Fix VMS Environment variable
  lookup.
* variable.c(define_automatic_variables): Remove some VMS specific
  automatic variables and use the Unix ones instead.
* vms_export_symbol.c: Set max symbol size correctly.
* vmsjobs.c: child_execute_job() complete rewrite of VMS comand
  parsing.
* vmsjobs.c(build_vms_cmd): VMS commmand building with shell simulation.

Signed-off-by: Paul Smith <psmith@gnu.org>",1911,data/crawl/make/patch_27.diff
http://git.savannah.gnu.org/cgit/make.git/commit/?id=1faae1d4edbe9889f000ccba1dfd77ccad1d7de9,15 Oct 2014,"Update README.VMS and move news to the NEWS file

* NEWS: Merge in VMS history.
* README.VMS: Remove VMS history, document current behavior and
known issues.",895,data/crawl/make/patch_28.diff
