url,date,title,changes,file_name,reason_for_consistence,is_trivial,old_hunk_file,new_hunk_file,old_log_locs,new_log_locs
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=92bfe2a2e44184f62d4093ac51fb8cf5d951a1d5,16 Apr 2017,"Fix charset transcoding issue for non-reversible codepoints

* src/url.c: Check iconv() against 0, not -1

On some libiconv implementations, unknown codepoints become
encoded as ?, e.g. when converting a non-ascii codepoint to ASCII.
This results in ambigious file names which also fails our tests.",87,data/crawl/wget/hunk_11.cpp,,,data/crawl/wget/old_hunk_11.cpp,data/crawl/wget/new_hunk_11.cpp,"[18, 33]","[20, 23, 38]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=6ef493b19ee0468dd2884940e7ad50172213fc11,8 Apr 2017,"Fix use of idn2_free()

* src/connect.c (connect_to_ip): Use xfree() instead of idn2_free()
* src/host.c (lookup_host): Use xfree() instead of idn2_free()
* src/iri.h: Do not include idn2.h
* src/url.c (url_free): Use xfree() instead of idn2_free()
* src/url.h (struct url): Remove 'idn_allocated' from struct

Reported-by: Gisle Vanem",36,data/crawl/wget/hunk_12.cpp,,,data/crawl/wget/old_hunk_12.cpp,data/crawl/wget/new_hunk_12.cpp,[10],"[3, 7]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=6ef493b19ee0468dd2884940e7ad50172213fc11,8 Apr 2017,"Fix use of idn2_free()

* src/connect.c (connect_to_ip): Use xfree() instead of idn2_free()
* src/host.c (lookup_host): Use xfree() instead of idn2_free()
* src/iri.h: Do not include idn2.h
* src/url.c (url_free): Use xfree() instead of idn2_free()
* src/url.h (struct url): Remove 'idn_allocated' from struct

Reported-by: Gisle Vanem",36,data/crawl/wget/hunk_13.cpp,,,data/crawl/wget/old_hunk_13.cpp,data/crawl/wget/new_hunk_13.cpp,[10],"[3, 7]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_14.cpp,,,data/crawl/wget/old_hunk_14.cpp,data/crawl/wget/new_hunk_14.cpp,[6],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_15.cpp,,,data/crawl/wget/old_hunk_15.cpp,data/crawl/wget/new_hunk_15.cpp,[5],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_16.cpp,,,data/crawl/wget/old_hunk_16.cpp,data/crawl/wget/new_hunk_16.cpp,[2],[2]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_17.cpp,,,data/crawl/wget/old_hunk_17.cpp,data/crawl/wget/new_hunk_17.cpp,[6],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_18.cpp,,,data/crawl/wget/old_hunk_18.cpp,data/crawl/wget/new_hunk_18.cpp,[6],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_19.cpp,,,data/crawl/wget/old_hunk_19.cpp,data/crawl/wget/new_hunk_19.cpp,[6],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_20.cpp,,,data/crawl/wget/old_hunk_20.cpp,data/crawl/wget/new_hunk_20.cpp,[],"[15, 28, 34, 41, 51, 74, 86, 92, 101]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=400b8eba6c446d8c22ad3a8807d0a6ba05c46b6b,5 Mar 2017,"Safeguards against TOCTTOU

* src/utils.h: Add struct file_stat_s declaration,
  change prototypes of file_exists_p(),
  add prototypes for fopen_stat() and open_stat().
* src/utils.c: Extend file_exists_p(),
  new function fopen_stat() and open_stat(),
  add new param for file_exists_p().
* src/init.h: Add param file_stats_t to run_wgetrc().
* src/ftp.c: Amend calls to extended functions.
* src/hsts.c: Likewise.
* src/http.c: Likewise.
* src/init.c: Likewise.
* src/main.c: Likewise.
* src/metalink.c: Likewise.
* src/retr.c: Likewise.
* src/url.c: Likewise.

Added fopen_stat() and open_stat() that checks to makes sure the file didn't
change underneath us.
Return error from file_exists_p().
Added a way to return error from this file without major surgery to the
callers.

Fixes: #20369",250,data/crawl/wget/hunk_21.cpp,,,data/crawl/wget/old_hunk_21.cpp,data/crawl/wget/new_hunk_21.cpp,[0],[0]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=63c2aea2557b84640272629c7dc0caccab66ab6d,3 Mar 2017,"* src/warc.c: Use warc_write_header_uri for all WARC-Target-URI
 fields

The WARC spec requires that all URIs be enclosed in angle brackets. This
was being done in most cases, but not for ""WARC-Target-URI"" fields in
WARC blocks of type ""response"", ""resource"", ""revisit"", and ""metadata"".",6,data/crawl/wget/hunk_22.cpp,,,data/crawl/wget/old_hunk_22.cpp,data/crawl/wget/new_hunk_22.cpp,"[0, 1, 2, 3, 6]","[0, 1, 2, 6]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=63c2aea2557b84640272629c7dc0caccab66ab6d,3 Mar 2017,"* src/warc.c: Use warc_write_header_uri for all WARC-Target-URI
 fields

The WARC spec requires that all URIs be enclosed in angle brackets. This
was being done in most cases, but not for ""WARC-Target-URI"" fields in
WARC blocks of type ""response"", ""resource"", ""revisit"", and ""metadata"".",6,data/crawl/wget/hunk_23.cpp,,,data/crawl/wget/old_hunk_23.cpp,data/crawl/wget/new_hunk_23.cpp,"[0, 1, 2, 3, 6]","[0, 1, 2, 6]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=63c2aea2557b84640272629c7dc0caccab66ab6d,3 Mar 2017,"* src/warc.c: Use warc_write_header_uri for all WARC-Target-URI
 fields

The WARC spec requires that all URIs be enclosed in angle brackets. This
was being done in most cases, but not for ""WARC-Target-URI"" fields in
WARC blocks of type ""response"", ""resource"", ""revisit"", and ""metadata"".",6,data/crawl/wget/hunk_24.cpp,,,data/crawl/wget/old_hunk_24.cpp,data/crawl/wget/new_hunk_24.cpp,"[0, 1, 2, 3]","[0, 1, 2]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=6620c5156f363036079d413bfa567e9d871bb30d,11 Feb 2017,"* NEWS: update
",7,data/crawl/wget/hunk_25.cpp,,,data/crawl/wget/old_hunk_25.cpp,data/crawl/wget/new_hunk_25.cpp,[],[7]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=81b3aaf75c18e835ad86a45bc4fec591a72ffe5f,3 Feb 2017,"* src/gnutls.c: Fix -Wformat= warnings
",5,data/crawl/wget/hunk_26.cpp,,,data/crawl/wget/old_hunk_26.cpp,data/crawl/wget/new_hunk_26.cpp,[3],[3]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=81b3aaf75c18e835ad86a45bc4fec591a72ffe5f,3 Feb 2017,"* src/gnutls.c: Fix -Wformat= warnings
",5,data/crawl/wget/hunk_27.cpp,,,data/crawl/wget/old_hunk_27.cpp,data/crawl/wget/new_hunk_27.cpp,"[3, 4]","[3, 5]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=638df404761329a8b2d99767c36a0f011573c334,3 Feb 2017,"* src/iri.c: Remove use of __func__ macros
",4,data/crawl/wget/hunk_28.cpp,,,data/crawl/wget/old_hunk_28.cpp,data/crawl/wget/new_hunk_28.cpp,"[1, 3]","[1, 3]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=638df404761329a8b2d99767c36a0f011573c334,3 Feb 2017,"* src/iri.c: Remove use of __func__ macros
",4,data/crawl/wget/hunk_29.cpp,,,data/crawl/wget/old_hunk_29.cpp,data/crawl/wget/new_hunk_29.cpp,"[1, 3]","[1, 3]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=a5094731cdc248d3240aab6305411e65262d879d,3 Feb 2017,"* src/hsts.c: Fix -Wformat= warnings
",9,data/crawl/wget/hunk_30.cpp,,,data/crawl/wget/old_hunk_30.cpp,data/crawl/wget/new_hunk_30.cpp,"[1, 5]","[1, 6]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=a5094731cdc248d3240aab6305411e65262d879d,3 Feb 2017,"* src/hsts.c: Fix -Wformat= warnings
",9,data/crawl/wget/hunk_31.cpp,,,data/crawl/wget/old_hunk_31.cpp,data/crawl/wget/new_hunk_31.cpp,"[2, 3, 4, 5]","[2, 3, 4, 5]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=11989ef6696bca1dbb835f2529727609888cb121,3 Feb 2017,"* src/ftp.c: Fix -Wformat= warning
",4,data/crawl/wget/hunk_32.cpp,,,data/crawl/wget/old_hunk_32.cpp,data/crawl/wget/new_hunk_32.cpp,"[0, 3, 6]","[0, 3, 6]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=d0e02a54aedf077b27e930bec4d5abc3fb565a3c,2 Feb 2017,"* src/url.c (mkalldirs): Add newline to log message
",2,data/crawl/wget/hunk_33.cpp,,,data/crawl/wget/old_hunk_33.cpp,data/crawl/wget/new_hunk_33.cpp,[3],[3]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=5ae1f3790286ececf124accea20c9eee05218203,13 Jan 2017,"Remove libidn vulnerability work-around

* src/iri.c (_utf8_is_valid): Removed

Since we are using libidn2 for IDNs, we no longer need
this work-around.",54,data/crawl/wget/hunk_34.cpp,,,data/crawl/wget/old_hunk_34.cpp,data/crawl/wget/new_hunk_34.cpp,[5],[]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=0eb4a21b6ce38cc94c47a1dd2671eb6a303d3c94,13 Jan 2017,"* src/iri.c (idn_encode): Use TR46 transitional if available
",12,data/crawl/wget/hunk_35.cpp,,,data/crawl/wget/old_hunk_35.cpp,data/crawl/wget/new_hunk_35.cpp,[],[7]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=0eb4a21b6ce38cc94c47a1dd2671eb6a303d3c94,13 Jan 2017,"* src/iri.c (idn_encode): Use TR46 transitional if available
",12,data/crawl/wget/hunk_36.cpp,,,data/crawl/wget/old_hunk_36.cpp,data/crawl/wget/new_hunk_36.cpp,[1],[1]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=def133f26fec9ef1937f16ac02ef3641e07a4bef,28 Dec 2016,"Check that fd_set has not fds bigger than FD_SETSIZE

* src/connect.c: check that the fd is not bigger than FD_SETSIZE
  before using FD_SET.  An fd_set cannot hold fds bigger than
  FD_SETSIZE, causing out-of-bounds write to a buffer on the stack.

Reported by: Jann Horn <jannh@google.com>",11,data/crawl/wget/hunk_37.cpp,,,data/crawl/wget/old_hunk_37.cpp,data/crawl/wget/new_hunk_37.cpp,[],[5]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=def133f26fec9ef1937f16ac02ef3641e07a4bef,28 Dec 2016,"Check that fd_set has not fds bigger than FD_SETSIZE

* src/connect.c: check that the fd is not bigger than FD_SETSIZE
  before using FD_SET.  An fd_set cannot hold fds bigger than
  FD_SETSIZE, causing out-of-bounds write to a buffer on the stack.

Reported by: Jann Horn <jannh@google.com>",11,data/crawl/wget/hunk_38.cpp,,,data/crawl/wget/old_hunk_38.cpp,data/crawl/wget/new_hunk_38.cpp,[],[5]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=00ae9b4ee2caa6640776e9777e7ef5a374d082c0,3 Nov 2016,"Move Wget from IDN2003 (libidn) to IDN2008 (libidn2)

* .travis.yml: Install libidn2-dev instead libidn11-dev.
* bootstrap.conf: Add modules libunistring-optional, unistr/base,
  unicase/tolower.
* configure.ac: Check for libidn2.
* src/Makefile.am: Add $(LTLIBUNISTRING) to LDADD.
* tests/Makefile.am: Set LDADD similar to LDADD in src/Makefile.am
* src/connect.c: Use libidn2 code instead of libidn.
* src/host.c: Likewise.
* src/iri.c: Likewise.
* src/iri.h: Likewise.
* src/options.h: Likewise.
* src/url.c: Likewise.
* src/url.h: Likewise.
* src/log.c: Fix C99 comment.

IDN2003 should not be used any more due to security concerns.
We use libunistring (resp. the unicode code from gnulib) for
lowercasing UTF-8 before we give data to libidn2.
TR#46 is missing, no support in libidn2 nor in libunistring.",152,data/crawl/wget/hunk_39.cpp,,,data/crawl/wget/old_hunk_39.cpp,data/crawl/wget/new_hunk_39.cpp,[6],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=00ae9b4ee2caa6640776e9777e7ef5a374d082c0,3 Nov 2016,"Move Wget from IDN2003 (libidn) to IDN2008 (libidn2)

* .travis.yml: Install libidn2-dev instead libidn11-dev.
* bootstrap.conf: Add modules libunistring-optional, unistr/base,
  unicase/tolower.
* configure.ac: Check for libidn2.
* src/Makefile.am: Add $(LTLIBUNISTRING) to LDADD.
* tests/Makefile.am: Set LDADD similar to LDADD in src/Makefile.am
* src/connect.c: Use libidn2 code instead of libidn.
* src/host.c: Likewise.
* src/iri.c: Likewise.
* src/iri.h: Likewise.
* src/options.h: Likewise.
* src/url.c: Likewise.
* src/url.h: Likewise.
* src/log.c: Fix C99 comment.

IDN2003 should not be used any more due to security concerns.
We use libunistring (resp. the unicode code from gnulib) for
lowercasing UTF-8 before we give data to libidn2.
TR#46 is missing, no support in libidn2 nor in libunistring.",152,data/crawl/wget/hunk_40.cpp,,,data/crawl/wget/old_hunk_40.cpp,data/crawl/wget/new_hunk_40.cpp,[6],[6]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=00ae9b4ee2caa6640776e9777e7ef5a374d082c0,3 Nov 2016,"Move Wget from IDN2003 (libidn) to IDN2008 (libidn2)

* .travis.yml: Install libidn2-dev instead libidn11-dev.
* bootstrap.conf: Add modules libunistring-optional, unistr/base,
  unicase/tolower.
* configure.ac: Check for libidn2.
* src/Makefile.am: Add $(LTLIBUNISTRING) to LDADD.
* tests/Makefile.am: Set LDADD similar to LDADD in src/Makefile.am
* src/connect.c: Use libidn2 code instead of libidn.
* src/host.c: Likewise.
* src/iri.c: Likewise.
* src/iri.h: Likewise.
* src/options.h: Likewise.
* src/url.c: Likewise.
* src/url.h: Likewise.
* src/log.c: Fix C99 comment.

IDN2003 should not be used any more due to security concerns.
We use libunistring (resp. the unicode code from gnulib) for
lowercasing UTF-8 before we give data to libidn2.
TR#46 is missing, no support in libidn2 nor in libunistring.",152,data/crawl/wget/hunk_41.cpp,,,data/crawl/wget/old_hunk_41.cpp,data/crawl/wget/new_hunk_41.cpp,"[13, 25]","[19, 29, 37]"
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=00ae9b4ee2caa6640776e9777e7ef5a374d082c0,3 Nov 2016,"Move Wget from IDN2003 (libidn) to IDN2008 (libidn2)

* .travis.yml: Install libidn2-dev instead libidn11-dev.
* bootstrap.conf: Add modules libunistring-optional, unistr/base,
  unicase/tolower.
* configure.ac: Check for libidn2.
* src/Makefile.am: Add $(LTLIBUNISTRING) to LDADD.
* tests/Makefile.am: Set LDADD similar to LDADD in src/Makefile.am
* src/connect.c: Use libidn2 code instead of libidn.
* src/host.c: Likewise.
* src/iri.c: Likewise.
* src/iri.h: Likewise.
* src/options.h: Likewise.
* src/url.c: Likewise.
* src/url.h: Likewise.
* src/log.c: Fix C99 comment.

IDN2003 should not be used any more due to security concerns.
We use libunistring (resp. the unicode code from gnulib) for
lowercasing UTF-8 before we give data to libidn2.
TR#46 is missing, no support in libidn2 nor in libunistring.",152,data/crawl/wget/hunk_42.cpp,,,data/crawl/wget/old_hunk_42.cpp,data/crawl/wget/new_hunk_42.cpp,[9],[10]
http://git.savannah.gnu.org/cgit/wget.git/commit/?id=dd5c549f6af8e1143e1a6ef66725eea4bcd9ad50,21 Oct 2016,"Fixes #45790: wget prints it's progress even when background

* src/log.c: Use tcgetpgrp(STDIN_FILENO) != getpgrp() to determine when to print to STD* or logfile.
  Deprecate log_request_redirect_output function.
  Use different file handles for STD* and logfile, to easily switch between them when changing fg/bg.
* src/log.h: Make redirect_output function externally linked.
* src/main.c: Don't use deprecated log_request_redirect_output function. Use redirect_output instead.
* src/mswindows.c: Don't use deprecated log_request_redirect_output function. Use redirect_output instead.",133,data/crawl/wget/hunk_43.cpp,,,data/crawl/wget/old_hunk_43.cpp,data/crawl/wget/new_hunk_43.cpp,[10],[11]
