url,date,title,changes,file_name,reason_for_consistence,is_trivial,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,edit_types,edit_words,edit_feature,cluster,wait_time
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_30.cpp,,,data/crawl/make/old_hunk_30.cpp,data/crawl/make/new_hunk_30.cpp,-1,683,,"variable_buffer_output (o, p, len);","[""addLog""]","[[], [""variable_buffer_output"", ""o"", ""p"", ""len""]]",[115373042851835570],1559,"3148 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_29.cpp,,,data/crawl/make/old_hunk_29.cpp,data/crawl/make/new_hunk_29.cpp,-1,962,,"printf (""%s:%s"", f->name, f->double_colon ? "":"" : """");","[""addLog""]","[[], [""printf"", ""%s"", ""%s"", ""f"", ""name"", ""f"", ""double_colon""]]",[-5719564251636713639],1558,"3363 days, 8:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_29.cpp,,,data/crawl/make/old_hunk_29.cpp,data/crawl/make/new_hunk_29.cpp,-1,508,,"variable_buffer_output (buffer, nm, strlen (nm) + 1);","[""addLog""]","[[], [""variable_buffer_output"", ""buffer"", ""nm"", ""strlen"", ""nm"", ""1""]]",[-14277952858534363933],1557,"1605 days, 8:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_28.cpp,,,data/crawl/make/old_hunk_28.cpp,data/crawl/make/new_hunk_28.cpp,-1,175,,"variable_buffer_output (o, value, strlen (value));","[""addLog""]","[[], [""variable_buffer_output"", ""o"", ""value"", ""strlen"", ""value""]]",[-32496195402746480149],1556,"3388 days, 8:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_13.cpp,,,data/crawl/make/old_hunk_13.cpp,data/crawl/make/new_hunk_13.cpp,3144,-1,"fputs (""@echo off\n"", batch);",,"[""removeLog""]","[[""fputs"", ""echo"", ""off\\n"", ""batch""], []]",[7929156445834673027],1555,"4701 days, 8:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_10.cpp,,,data/crawl/make/old_hunk_10.cpp,data/crawl/make/new_hunk_10.cpp,1019,-1,"printf (""\n"");",,"[""removeLog""]","[[""printf"", ""\\n""], []]",[-7249185625612668815],1554,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_8.cpp,,,data/crawl/make/old_hunk_8.cpp,data/crawl/make/new_hunk_8.cpp,1888,-1,"variable_buffer_output (o, buffer, i);",,"[""removeLog""]","[[""variable_buffer_output"", ""o"", ""buffer"", ""i""], []]",[5138191124090423517],1553,"5020 days, 16:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_8.cpp,,,data/crawl/make/old_hunk_8.cpp,data/crawl/make/new_hunk_8.cpp,715,-1,"variable_buffer_output (o, p, i);",,"[""removeLog""]","[[""variable_buffer_output"", ""o"", ""p"", ""i""], []]",[7397840109115337780],1552,"4542 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_8.cpp,,,data/crawl/make/old_hunk_8.cpp,data/crawl/make/new_hunk_8.cpp,88,-1,"variable_buffer_output (o, t, strlen (t));",,"[""removeLog""]","[[""variable_buffer_output"", ""o"", ""t"", ""strlen"", ""t""], []]",[16565761989443462151],1551,"5774 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=fb779d2f1e26a280f381886f3cdf444102676249,19 Nov 2017,"Rework directory structure to use GNU-recommended ""src"" directory.

Move the source code (other than glob) into the ""src"" subdirectory.
Update all scripting and recommendations to support this change.

* *.c, *.h, w32/*: Move to src/
* configure.ac, Makefile.am, maintMakefile: Locate new source files.
* Basic.mk.template, mk/*: Update for new source file locations.
* NEWS, README.DOS.template: Update for new locations.
* build.template, build_w32.bat, builddos.bat: Ditto.
* po/POTFILES.in: Ditto
* tests/run_make_tests.pl, tests/scripts/features/load*: Ditto.
* make.1: Move to doc.
* mk/VMS.mk: Add support for building on VMS (hopefully).
* makefile.vms, prepare_w32.bat: Remove.
* SCOPTIONS: Update to define HAVE_CONFIG_H",86633,data/crawl/make/hunk_5.cpp,,,data/crawl/make/old_hunk_5.cpp,data/crawl/make/new_hunk_5.cpp,1147,-1,"puts (""."");",,"[""removeLog""]","[[""puts""], []]",[-4142537773861848358],1550,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=97d38d08176611af5e10ab84e4c812962bf98600,7 Oct 1991,"Initial revision
",1366,data/crawl/make/hunk_1625.cpp,,,data/crawl/make/old_hunk_1625.cpp,data/crawl/make/new_hunk_1625.cpp,-1,250,,"fprintf (stderr, ""%s:%u: "", file, lineno);","[""addLog""]","[[], [""fprintf"", ""stderr"", ""%s"", ""%u"", ""file"", ""lineno""]]",[-21430203226245783285],1549,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=97d38d08176611af5e10ab84e4c812962bf98600,7 Oct 1991,"Initial revision
",1366,data/crawl/make/hunk_1625.cpp,,,data/crawl/make/old_hunk_1625.cpp,data/crawl/make/new_hunk_1625.cpp,-1,222,,"fputs ("".  Stop.\n"", stderr);","[""addLog""]","[[], [""fputs"", ""Stop"", ""\\n"", ""stderr""]]",[-14050749502155417749],1548,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=97d38d08176611af5e10ab84e4c812962bf98600,7 Oct 1991,"Initial revision
",1366,data/crawl/make/hunk_1625.cpp,,,data/crawl/make/old_hunk_1625.cpp,data/crawl/make/new_hunk_1625.cpp,-1,220,,"fprintf (stderr, ""%s[%u]: "", program, makelevel);","[""addLog""]","[[], [""fprintf"", ""stderr"", ""%s[%u]"", ""program"", ""makelevel""]]",[-14348046019795988246],1547,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=97d38d08176611af5e10ab84e4c812962bf98600,7 Oct 1991,"Initial revision
",1366,data/crawl/make/hunk_1625.cpp,,,data/crawl/make/old_hunk_1625.cpp,data/crawl/make/new_hunk_1625.cpp,-1,218,,"fprintf (stderr, ""%s: "", program);","[""addLog""]","[[], [""fprintf"", ""stderr"", ""%s"", ""program""]]",[-5692653537753672549],1546,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=da136cba6f72f16396e1e9be07443b540dc97199,18 Oct 1991,"Initial revision
",401,data/crawl/make/hunk_1623.cpp,,,data/crawl/make/old_hunk_1623.cpp,data/crawl/make/new_hunk_1623.cpp,-1,374,,"fputs ("" files, "", stdout);","[""addLog""]","[[], [""fputs"", ""files"", ""stdout""]]",[-9169286593748256520],1545,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=b8593206069f19229dfb8f41233ea61d891ad6e4,11 Jan 1992,"Initial revision
",2513,data/crawl/make/hunk_1618.cpp,,,data/crawl/make/old_hunk_1618.cpp,data/crawl/make/new_hunk_1618.cpp,-1,225,,"fatal (""can't rename single-colon `%s' to double-colon `%s'"",
	       oldname, name);","[""addLog""]","[[], [""fatal"", ""can"", ""t"", ""rename"", ""single"", ""colon"", ""%s"", ""to"", ""double"", ""colon"", ""%s"", ""oldname"", ""name""]]",[-4452318674266866097],1544,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=3798621e0b1ac2c2476b782876c2670c4a258cd5,18 Jan 1992,"Initial revision
",907,data/crawl/make/hunk_1616.cpp,,,data/crawl/make/old_hunk_1616.cpp,data/crawl/make/new_hunk_1616.cpp,-1,327,,"error (""Circular %s <- %s dependency dropped."",
		 file->name, d->file->name);","[""addLog""]","[[], [""error"", ""Circular"", ""%s"", ""%s"", ""dependency"", ""dropped"", ""file"", ""name"", ""d"", ""file"", ""name""]]",[-16632379390371055917],1543,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=ba26d609a1ca9c291bea29a41927ab486675a20c,29 Jan 1992,"Initial revision
",1389,data/crawl/make/hunk_1613.cpp,,,data/crawl/make/old_hunk_1613.cpp,data/crawl/make/new_hunk_1613.cpp,-1,1046,,"error (""the `-%c' option requires an argument"",
				     cs->c);","[""addLog""]","[[], [""error"", ""the"", ""%c"", ""option"", ""requires"", ""an"", ""argument"", ""cs"", ""c""]]",[-5928092843914195434],1542,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=75448c19f4b7a8724fd316f4d5eedf09e2b2959d,21 Apr 1992,"Formerly job.c.~59~
",277,data/crawl/make/hunk_1604.cpp,,,data/crawl/make/old_hunk_1604.cpp,data/crawl/make/new_hunk_1604.cpp,-1,6,,"error (""*** Waiting for unfinished jobs...."");","[""addLog""]","[[], [""error"", ""***"", ""Waiting"", ""for"", ""unfinished"", ""jobs""]]",[11779126141789031949],1541,"46 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=5780852aee1292cb9745d2c66761b3d65b53b812,15 Jun 1992,"Formerly job.c.~73~
",89,data/crawl/make/hunk_1585.cpp,,,data/crawl/make/old_hunk_1585.cpp,data/crawl/make/new_hunk_1585.cpp,-1,33,,"error (""internal error: `%s' command_state == %d in new_job"",
	     file->name, (int) file->command_state);","[""addLog""]","[[], [""error"", ""internal"", ""error"", ""%s"", ""command_state"", ""%d"", ""in"", ""new_job"", ""file"", ""name"", ""int"", ""file"", ""command_state""]]",[10937505095525643873],1540,"73 days, 12:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=af73694245bac3c2f7cc4e183d80ea10b678b1d7,4 Feb 1993,"Formerly main.c.~71~
",39,data/crawl/make/hunk_1556.cpp,,,data/crawl/make/old_hunk_1556.cpp,data/crawl/make/new_hunk_1556.cpp,-1,14,,"error (""getwd: %s"", current_directory);","[""addLog""]","[[], [""error"", ""getwd"", ""%s"", ""current_directory""]]",[1786868644764459115],1539,"186 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,76,,"puts (""#  Invalid value in `command_state' member!"");","[""addLog""]","[[], [""puts"", ""Invalid"", ""value"", ""in"", ""command_state"", ""member""]]",[-730137194537511383],1538,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,69,,"puts (""#  Invalid value in `update_status' member!"");","[""addLog""]","[[], [""puts"", ""Invalid"", ""value"", ""in"", ""update_status"", ""member""]]",[-13380954653466921126],1537,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,66,,"puts (""#  Failed to be updated."");","[""addLog""]","[[], [""puts"", ""Failed"", ""to"", ""be"", ""updated""]]",[2852132786960875659],1536,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,63,,"puts (""#  Successfully updated."");","[""addLog""]","[[], [""puts"", ""Successfully"", ""updated""]]",[3957796151171705843],1535,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,46,,"printf (""#  File has%s been updated.\n"",
	  f->updated ? """" : "" not"");","[""addLog""]","[[], [""printf"", ""File"", ""has%s"", ""been"", ""updated"", ""\\n"", ""f"", ""updated"", ""not""]]",[25158555841663973159],1534,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,44,,"printf (""#  Last modified %.24s (%ld)\n"",
	    ctime (&f->last_mtime), (long int) f->last_mtime);","[""addLog""]","[[], [""printf"", ""Last"", ""modified"", ""%"", ""24s"", ""%ld"", ""\\n"", ""ctime"", ""&f"", ""last_mtime"", ""long"", ""int"", ""f"", ""last_mtime""]]",[11065980295218254066],1533,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,42,,"puts (""#  File does not exist."");","[""addLog""]","[[], [""puts"", ""File"", ""does"", ""not"", ""exist""]]",[2360540671635613019],1532,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,40,,"puts (""#  Modification time never checked."");","[""addLog""]","[[], [""puts"", ""Modification"", ""time"", ""never"", ""checked""]]",[3257733710021553860],1531,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,34,,"fputs (""#  Also makes:"", stdout);","[""addLog""]","[[], [""fputs"", ""Also"", ""makes"", ""stdout""]]",[-7087275176891453851],1530,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,31,,"puts (""#  File is an intermediate dependency."");","[""addLog""]","[[], [""puts"", ""File"", ""is"", ""an"", ""intermediate"", ""dependency""]]",[-13380698782380506119],1529,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,29,,"printf (""#  Implicit/static pattern stem: `%s'\n"", f->stem);","[""addLog""]","[[], [""printf"", ""Implicit/static"", ""pattern"", ""stem"", ""%s"", ""\\n"", ""f"", ""stem""]]",[462132635783057576],1528,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,26,,"printf (""#  Implicit rule search has%s been done.\n"",
	  f->tried_implicit ? """" : "" not"");","[""addLog""]","[[], [""printf"", ""Implicit"", ""rule"", ""search"", ""has%s"", ""been"", ""done"", ""\\n"", ""f"", ""tried_implicit"", ""not""]]",[-1345809647870410046],1527,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,25,,"puts (""#  A default or MAKEFILES makefile."");","[""addLog""]","[[], [""puts"", ""A"", ""default"", ""or"", ""MAKEFILES"", ""makefile""]]",[5184429173625787053],1526,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,23,,"puts (""#  Command-line target."");","[""addLog""]","[[], [""puts"", ""Command"", ""line"", ""target""]]",[10953208831733997017],1525,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,21,,"puts (""#  Phony target (dependency of .PHONY)."");","[""addLog""]","[[], [""puts"", ""Phony"", ""target"", ""dependency"", ""of"", ""PHONY""]]",[-6963128775151412993],1524,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,19,,"puts (""#  Precious file (dependency of .PRECIOUS)."");","[""addLog""]","[[], [""puts"", ""Precious"", ""file"", ""dependency"", ""of"", ""PRECIOUS""]]",[3979671435494685770],1523,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=a8c24526e39658ec717f70f27e8b0d4dbf80394c,18 Oct 1993,"Formerly file.c.~26~
",168,data/crawl/make/hunk_1529.cpp,,,data/crawl/make/old_hunk_1529.cpp,data/crawl/make/new_hunk_1529.cpp,-1,11,,"puts (""# Not a target:"");","[""addLog""]","[[], [""puts"", ""Not"", ""a"", ""target""]]",[2732707097098568899],1522,"323 days, 0:00:00"
http://git.savannah.gnu.org/cgit/make.git/commit/?id=12113c5925e6c6cd57372fd2a0237475dfa14d4e,2 Dec 1993,"Formerly misc.c.~28~
",33,data/crawl/make/hunk_1525.cpp,,,data/crawl/make/old_hunk_1525.cpp,data/crawl/make/new_hunk_1525.cpp,15,26,"error (""%s%s: Unknown error %d"", str, name, errno);","error (""%s%s: %s"", str, name, strerror (errno));","[""updateContent"", ""addVariable""]","[[""Unknown"", ""error"", ""%d""], [""%s"", ""strerror""]]",[750802527722655970],1521,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=6dc8e442f2636dedc1808a69c838638186050e64,5 Apr 1994,"(update_goal_chain): Do inner loop on double-colon entries.
 (update_file): Use FILE->double_colon pointer to find all entries. (f_mtime):
 Likewise. (notice_finished_file): Propagate mtime change to all entries.
",198,data/crawl/make/hunk_1518.cpp,,,data/crawl/make/old_hunk_1518.cpp,data/crawl/make/new_hunk_1518.cpp,78,95,"message (""Nothing to be done for `%s'."",
				 g->file->name);","message (""Nothing to be done for `%s'."",
			     file->name);","[""removeVariable""]","[[""g""], []]",[-13184039654],1520,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=55162a67309686f3b7c1fbbfdf49d2e1cd7ee752,25 Jul 1994,"Changed all uses of ':' to PATH_SEPARATOR_CHAR.
",13,data/crawl/make/hunk_1513.cpp,,,data/crawl/make/old_hunk_1513.cpp,data/crawl/make/new_hunk_1513.cpp,2,2,"printf (""%s%c"", v->searchpath[i],
		v->searchpath[i + 1] == 0 ? '\n' : ':');","printf (""%s%c"", v->searchpath[i],
		v->searchpath[i + 1] == 0 ? '\n' : PATH_SEPARATOR_CHAR);","[""removeContent"", ""addVariable""]","[[], [""PATH_SEPARATOR_CHAR""]]",[5960015317350370327],1519,0:00:00
http://git.savannah.gnu.org/cgit/make.git/commit/?id=e167e0a3c2751fa141e1cd7bbc4dde58b759cf8a,15 Jan 1995,"(variable_expand): Rewrote computed variable name and substitution
 reference handling to be simpler.  First expand the entire text between the
 parens if it contains any $s, then examine the result of that for subtitution
 references and do no further expansion while parsing them.
",202,data/crawl/make/hunk_1502.cpp,,,data/crawl/make/old_hunk_1502.cpp,data/crawl/make/new_hunk_1502.cpp,-1,11,,"fatal (""unterminated variable reference"");","[""addLog""]","[[], [""fatal"", ""unterminated"", ""variable"", ""reference""]]",[-7787673458362587241],1518,"251 days, 12:00:00"
