url,date,title,changes,file_name,reason_for_consistence,is_trivial,old_hunk_file,new_hunk_file,old_log_locs,new_log_locs
https://github.com/collectd/collectd/commit/cc61d3adc20693ab3fe8f48c37eeb1167b41773a,05 Dec 2017,"liboconfig: Coding style changes.

Mostly whitespace.",16,data/crawl/collectd/hunk_0.cpp,,,data/crawl/collectd/old_hunk_0.cpp,data/crawl/collectd/new_hunk_0.cpp,[5],[5]
https://github.com/collectd/collectd/commit/cc61d3adc20693ab3fe8f48c37eeb1167b41773a,05 Dec 2017,"liboconfig: Coding style changes.

Mostly whitespace.",16,data/crawl/collectd/hunk_1.cpp,,,data/crawl/collectd/old_hunk_1.cpp,data/crawl/collectd/new_hunk_1.cpp,[5],[5]
https://github.com/collectd/collectd/commit/c01b130763a1b02d119897d2770f8f323e34daaa,05 Dec 2017,"liboconfig: Improve error handling.

  * Use the YYERROR macro instead of exit(3).
  * Remove newlines from strings passed to yyerror().
  * Change return valud or yyerror() from int to void.",19,data/crawl/collectd/hunk_2.cpp,,,data/crawl/collectd/old_hunk_2.cpp,data/crawl/collectd/new_hunk_2.cpp,[2],[2]
https://github.com/collectd/collectd/commit/c01b130763a1b02d119897d2770f8f323e34daaa,05 Dec 2017,"liboconfig: Improve error handling.

  * Use the YYERROR macro instead of exit(3).
  * Remove newlines from strings passed to yyerror().
  * Change return valud or yyerror() from int to void.",19,data/crawl/collectd/hunk_3.cpp,,,data/crawl/collectd/old_hunk_3.cpp,data/crawl/collectd/new_hunk_3.cpp,[2],[2]
https://github.com/collectd/collectd/commit/c01b130763a1b02d119897d2770f8f323e34daaa,05 Dec 2017,"liboconfig: Improve error handling.

  * Use the YYERROR macro instead of exit(3).
  * Remove newlines from strings passed to yyerror().
  * Change return valud or yyerror() from int to void.",19,data/crawl/collectd/hunk_4.cpp,,,data/crawl/collectd/old_hunk_4.cpp,data/crawl/collectd/new_hunk_4.cpp,[12],[14]
https://github.com/collectd/collectd/commit/ae299c233838bb1d7ddcb4b2826b3352a12af7e7,30 Nov 2017,"Auto-Merge pull request #2586 from octo/issue/2583

Automatically merged due to ""Automerge"" label",8,data/crawl/collectd/hunk_5.cpp,,,data/crawl/collectd/old_hunk_5.cpp,data/crawl/collectd/new_hunk_5.cpp,[7],[]
https://github.com/collectd/collectd/commit/4b5072913bf8da67ac39f26fccb94c3b1a8944d8,30 Nov 2017,"network_parse_test.c: Only test security features if libgcrypt is available.

Fixes: #2583",8,data/crawl/collectd/hunk_6.cpp,,,data/crawl/collectd/old_hunk_6.cpp,data/crawl/collectd/new_hunk_6.cpp,[7],[]
https://github.com/collectd/collectd/commit/6f08f35672576fccfce8f2dc5077d2f3ed73febe,20 Nov 2017,"Auto-Merge pull request #2558 from octo/refactor/plugin_load_file

Automatically merged due to ""Automerge"" label",44,data/crawl/collectd/hunk_7.cpp,,,data/crawl/collectd/old_hunk_7.cpp,data/crawl/collectd/new_hunk_7.cpp,[32],"[22, 24]"
https://github.com/collectd/collectd/commit/f9d2c85e5459dfedbb1e3c09307556a74d5dc3bd,20 Nov 2017,src/daemon/plugin.c: Refactor plugin_load_file().,44,data/crawl/collectd/hunk_8.cpp,,,data/crawl/collectd/old_hunk_8.cpp,data/crawl/collectd/new_hunk_8.cpp,[32],"[22, 24]"
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_9.cpp,,,data/crawl/collectd/old_hunk_9.cpp,data/crawl/collectd/new_hunk_9.cpp,[4],[3]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_10.cpp,,,data/crawl/collectd/old_hunk_10.cpp,data/crawl/collectd/new_hunk_10.cpp,[4],[3]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_11.cpp,,,data/crawl/collectd/old_hunk_11.cpp,data/crawl/collectd/new_hunk_11.cpp,"[4, 7]","[3, 6]"
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_12.cpp,,,data/crawl/collectd/old_hunk_12.cpp,data/crawl/collectd/new_hunk_12.cpp,"[4, 8]","[3, 7]"
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_13.cpp,,,data/crawl/collectd/old_hunk_13.cpp,data/crawl/collectd/new_hunk_13.cpp,[2],[2]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_14.cpp,,,data/crawl/collectd/old_hunk_14.cpp,data/crawl/collectd/new_hunk_14.cpp,[2],[2]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_15.cpp,,,data/crawl/collectd/old_hunk_15.cpp,data/crawl/collectd/new_hunk_15.cpp,[2],[2]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_16.cpp,,,data/crawl/collectd/old_hunk_16.cpp,data/crawl/collectd/new_hunk_16.cpp,[2],[2]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_17.cpp,,,data/crawl/collectd/old_hunk_17.cpp,data/crawl/collectd/new_hunk_17.cpp,[2],[2]
https://github.com/collectd/collectd/commit/1804ab004b8c7e14eac8c3a662747fbae4cf4aad,06 Nov 2017,"Auto-Merge pull request #2519 from octo/ff/strerror

Automatically merged due to ""Automerge"" label",1493,data/crawl/collectd/hunk_18.cpp,,,data/crawl/collectd/old_hunk_18.cpp,data/crawl/collectd/new_hunk_18.cpp,[2],[2]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_19.cpp,,,data/crawl/collectd/old_hunk_19.cpp,data/crawl/collectd/new_hunk_19.cpp,[4],[3]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_20.cpp,,,data/crawl/collectd/old_hunk_20.cpp,data/crawl/collectd/new_hunk_20.cpp,[4],[3]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_21.cpp,,,data/crawl/collectd/old_hunk_21.cpp,data/crawl/collectd/new_hunk_21.cpp,"[4, 7]","[3, 6]"
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_22.cpp,,,data/crawl/collectd/old_hunk_22.cpp,data/crawl/collectd/new_hunk_22.cpp,"[4, 8]","[3, 7]"
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_23.cpp,,,data/crawl/collectd/old_hunk_23.cpp,data/crawl/collectd/new_hunk_23.cpp,[2],[2]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_24.cpp,,,data/crawl/collectd/old_hunk_24.cpp,data/crawl/collectd/new_hunk_24.cpp,[2],[2]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_25.cpp,,,data/crawl/collectd/old_hunk_25.cpp,data/crawl/collectd/new_hunk_25.cpp,[2],[2]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_26.cpp,,,data/crawl/collectd/old_hunk_26.cpp,data/crawl/collectd/new_hunk_26.cpp,[2],[2]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_27.cpp,,,data/crawl/collectd/old_hunk_27.cpp,data/crawl/collectd/new_hunk_27.cpp,[2],[2]
https://github.com/collectd/collectd/commit/0b7cd83a5e6bac068ea83a88a5ddcfb07c09fbec,04 Nov 2017,Tree wide: Replace sstrerror() with STRERRNO.,1424,data/crawl/collectd/hunk_28.cpp,,,data/crawl/collectd/old_hunk_28.cpp,data/crawl/collectd/new_hunk_28.cpp,[2],[2]
https://github.com/collectd/collectd/commit/4207aaf6ec9ab59f77f18d234f4a6ce40a34840e,10 Oct 2017,ipmi plugin: Fixed remarks found while review,88,data/crawl/collectd/hunk_29.cpp,,,data/crawl/collectd/old_hunk_29.cpp,data/crawl/collectd/new_hunk_29.cpp,"[3, 7]",[]
